Gender,State,City,Bank,Account_Type,Transaction_Type,Merchant_Category,Transaction_Device,Device_Type,Age,Transaction_Amount,Account_Balance,Is_Fraud
1,24,143,0,0,3,2,7,3,24,50069.54,72620.65,0
1,29,69,0,1,0,0,18,3,46,39439.1,41756.9,0
0,32,27,0,0,2,3,18,0,25,48331.03,71157.25,0
0,26,4,0,2,0,4,0,3,51,23765.19,99894.76,0
1,12,78,0,0,3,0,10,1,41,79839.18,63835.73,0
1,28,24,0,2,3,3,11,3,18,44432.09,59413.1,0
1,9,88,0,1,3,3,2,0,38,32768.83,25468.54,0
0,30,133,0,2,2,5,11,1,43,65353.23,29739.6,0
1,33,8,0,0,4,3,13,1,32,77602.11,25071.21,0
0,29,50,0,2,4,3,13,0,30,54982.91,54660.57,0
0,31,65,0,1,0,1,17,1,67,25361.98,20416.75,0
1,8,141,0,2,1,2,17,2,70,94571.98,42704.08,0
0,28,22,0,1,4,3,13,1,53,61536.96,63551.88,0
1,8,105,0,2,4,5,13,2,63,55847.47,91257.68,0
0,21,20,0,0,4,3,13,3,38,31138.89,83184.54,0
0,6,112,0,1,4,1,13,2,60,10352.87,29162.59,0
0,0,109,0,0,3,5,10,1,34,78262.46,68064.3,0
1,3,61,0,2,2,1,2,3,30,84612.8,21719.56,0
0,20,62,0,2,3,4,5,0,27,18969.64,78079.06,0
1,31,65,0,2,2,5,16,2,30,15078.51,5592.24,0
1,12,120,0,0,2,0,2,0,24,2380.68,71485.9,0
0,11,21,0,0,3,3,14,1,35,73380.14,67779.31,1
1,19,63,0,1,2,5,12,1,23,31296.5,47672.25,0
0,18,91,0,0,1,0,14,3,40,86044.31,82316.52,0
1,21,20,0,1,0,4,19,3,18,46559.28,50579.73,0
0,8,102,0,2,1,0,19,2,23,42707.86,61485.41,0
1,19,51,0,2,0,3,4,1,69,22120.32,94479.56,0
1,2,53,0,2,3,5,15,0,49,42867.14,90278.72,0
1,11,37,0,0,0,4,15,0,19,87756.62,52588.63,0
1,17,52,0,2,2,0,14,2,38,82749.63,68871.64,0
0,10,14,0,0,1,2,11,1,67,11066.62,40654.77,0
0,7,26,0,1,3,4,9,3,45,78182.51,75796.09,0
0,23,16,0,1,4,5,1,0,45,95672.16,95243.1,0
1,15,70,0,2,4,1,13,1,26,7415.9,16909.26,0
0,29,69,0,0,2,3,8,0,23,44003.62,20580.59,0
1,27,38,0,2,3,1,15,0,19,35828.49,26895.99,0
1,18,9,0,2,4,0,0,2,48,41700.38,97756.65,0
1,1,101,0,0,3,2,17,1,66,16913.31,67261.71,1
0,23,118,0,2,2,5,4,1,33,9458.64,99017.68,0
0,15,76,0,1,1,3,10,2,56,35851.47,42918.9,0
1,10,113,0,2,2,3,7,0,29,25556.05,70506.42,0
0,27,60,0,1,0,0,2,2,48,2823.24,85524.26,0
0,24,83,0,2,0,4,11,1,22,82213.67,66772.87,0
1,9,106,0,1,3,5,19,0,52,56315.3,33262.31,0
1,18,9,0,2,0,4,8,1,18,84318.76,44841.19,0
0,19,63,0,2,0,0,14,0,50,81975.79,36886.55,0
1,26,4,0,1,1,5,6,1,66,67582.56,19163.25,1
1,12,84,0,2,2,0,9,3,22,40683.65,89868.56,0
1,8,105,0,2,1,5,0,3,51,10209.64,48166.61,0
0,27,99,0,1,3,5,7,3,24,24749.2,33193.0,0
1,1,138,0,2,0,2,19,2,70,51326.35,97754.68,0
1,28,82,0,0,4,5,1,1,46,52914.59,23543.42,0
0,16,68,0,1,4,2,0,1,34,30870.44,38435.84,0
1,4,93,0,1,4,5,0,3,34,63052.71,23129.72,0
0,27,38,0,1,0,1,0,3,59,86317.39,32820.47,0
0,8,105,0,1,4,0,0,0,38,95346.51,54697.86,0
0,30,29,0,0,1,4,14,1,29,61066.92,41514.93,0
0,23,116,0,2,0,0,17,0,42,71420.56,44125.64,0
1,15,70,0,2,4,4,0,3,28,36667.29,14298.24,0
1,33,8,0,2,1,5,13,1,46,11384.45,80094.28,0
1,13,28,0,2,0,3,1,0,58,98524.75,20208.87,0
0,31,89,0,2,3,3,18,2,29,73448.57,56099.53,0
1,5,21,0,1,4,4,13,2,68,50274.55,95683.61,0
0,31,136,0,2,3,4,10,3,23,21392.33,18545.8,0
1,4,13,0,1,0,3,9,3,31,90291.87,86051.56,0
1,20,62,0,1,4,5,13,2,65,70102.28,33204.93,0
0,25,7,0,2,3,4,7,2,59,40115.19,62756.95,0
0,32,44,0,2,2,5,11,0,33,11273.06,18034.75,0
0,0,19,0,0,3,3,6,1,38,70024.32,29660.59,0
1,28,22,0,2,3,3,14,0,22,5699.48,8217.37,0
0,25,57,0,2,4,4,1,3,49,25734.96,68491.18,0
1,20,104,0,2,3,1,11,3,42,37231.89,36793.27,0
1,3,61,0,1,2,5,9,2,52,67954.48,47363.75,0
0,8,102,0,2,4,1,0,3,29,34824.83,64472.47,0
0,10,135,0,0,1,5,13,3,60,64920.71,80195.07,0
0,14,49,0,1,1,1,15,2,22,24301.44,15607.14,0
0,7,33,0,2,4,3,1,1,32,9567.29,99010.13,0
1,12,84,0,1,1,3,7,0,50,53855.52,5674.24,0
1,4,92,0,1,2,4,8,0,61,66172.41,82721.52,0
0,21,20,0,1,0,0,4,3,34,37699.2,62583.36,0
1,0,19,0,0,3,1,4,1,31,3409.29,15128.41,0
1,32,45,0,2,1,0,14,2,69,43109.36,92115.06,0
0,10,113,0,1,0,4,19,3,30,61203.97,9111.58,0
1,11,5,0,0,2,0,6,2,42,61423.68,96498.78,0
1,23,118,0,2,4,4,13,0,39,15430.33,19229.85,0
1,2,53,0,0,3,0,18,2,31,62162.87,64987.49,0
1,1,139,0,2,4,5,1,3,69,25318.55,9373.75,0
1,10,125,0,1,4,2,1,3,61,35562.36,88137.75,0
1,24,110,0,2,2,5,17,3,29,69562.77,9998.5,0
1,8,124,0,0,2,5,6,3,66,69086.18,91182.96,0
0,31,65,0,2,0,4,9,2,54,65772.06,96575.58,0
0,27,86,0,1,4,4,1,0,22,91362.21,70648.02,0
0,8,105,0,1,3,5,4,2,26,80688.39,49770.82,0
0,22,32,0,0,1,3,0,0,60,19281.41,13467.54,0
0,19,63,0,1,4,1,13,0,66,23086.04,65188.99,0
1,10,2,0,0,0,0,18,2,51,360.71,64199.62,0
1,33,35,0,2,4,1,1,1,25,93666.17,12090.76,0
0,12,64,0,1,4,2,0,2,18,70894.13,40248.4,0
0,13,18,0,2,2,0,8,2,58,20764.07,40684.58,0
1,11,21,0,0,1,1,4,0,38,95579.88,43328.17,0
0,31,65,0,2,3,1,7,3,66,25439.19,42832.6,0
1,20,132,0,1,3,3,13,3,64,41075.3,82300.39,0
1,32,115,0,2,3,3,8,2,53,564.19,38313.71,0
0,33,8,0,0,1,0,12,3,47,71011.84,78134.54,0
1,14,11,0,1,4,5,1,3,55,95762.13,84296.53,0
0,15,127,0,0,2,3,0,2,60,32407.9,39964.97,0
0,19,63,0,2,3,1,13,2,39,75919.43,76553.25,0
0,27,99,0,2,0,3,8,3,52,40059.16,71608.77,0
1,24,83,0,0,2,2,10,3,24,28276.56,35206.63,0
1,6,34,0,1,0,4,16,2,24,15925.33,79693.37,0
1,3,95,0,2,1,1,6,2,54,40102.74,18581.79,0
0,26,56,0,1,3,5,5,2,63,83299.82,68454.53,0
1,17,52,0,0,4,0,1,0,42,83506.44,82397.83,0
0,22,90,0,1,3,5,3,1,43,6849.57,5892.21,0
0,20,119,0,2,0,2,16,1,47,27500.33,26707.3,0
0,30,6,0,1,3,5,8,2,38,44784.82,93060.21,0
0,12,78,0,1,4,2,1,2,62,21075.61,87499.39,0
0,32,44,0,0,1,2,15,0,18,67273.68,76431.99,0
1,27,86,0,2,0,1,10,3,45,3413.26,14643.11,0
1,32,27,0,0,4,5,1,0,46,45275.23,83025.04,0
1,28,22,0,1,4,3,1,1,39,71662.87,17815.88,0
0,30,29,0,1,2,3,15,0,46,82589.01,13737.75,1
1,8,141,0,2,2,2,14,3,49,76000.82,83037.76,0
1,9,137,0,1,3,5,16,2,66,47737.55,22045.27,0
1,13,28,0,2,3,2,0,1,40,32218.35,61296.34,0
0,21,3,0,0,4,4,0,2,41,94462.01,29521.68,0
1,10,2,0,1,3,2,2,2,18,63547.21,92718.75,0
1,12,120,0,2,2,2,9,0,19,63589.89,33790.96,0
0,20,132,0,2,4,0,0,3,47,90111.11,55680.12,0
1,33,8,0,1,0,5,15,1,67,57014.03,22307.19,0
0,19,23,0,0,3,0,7,2,69,36968.79,32549.37,0
1,31,89,0,1,4,0,1,2,64,67530.92,66449.53,0
1,2,97,0,2,2,4,7,3,21,10869.76,98307.48,0
1,22,32,0,1,0,2,11,0,65,59507.96,8420.79,0
1,0,31,0,2,1,2,8,2,58,4253.17,92441.62,0
0,17,52,0,0,0,4,3,1,44,18917.22,82079.06,0
0,27,60,0,2,1,0,9,3,25,69484.25,84704.99,0
1,23,118,0,2,1,4,18,0,24,41901.63,27537.45,0
0,18,100,0,0,4,1,13,1,20,23798.48,25991.81,1
0,8,36,0,0,1,2,18,3,51,24729.77,45847.21,0
1,26,133,0,0,1,4,19,2,40,63473.51,64656.33,0
1,0,31,0,1,0,4,12,3,45,12307.91,80645.63,0
1,20,62,0,1,2,2,9,0,33,1096.53,83750.97,1
0,9,87,0,0,1,5,15,1,34,58970.88,45505.96,0
0,11,21,0,1,2,0,3,3,37,93254.02,26866.1,0
0,2,126,0,2,1,2,5,2,43,17206.57,60138.88,0
1,33,35,0,1,1,0,9,0,24,44450.47,34308.05,0
0,29,140,0,2,0,5,16,0,65,38278.5,22109.35,0
0,30,133,0,0,2,3,11,1,34,39267.97,30353.89,0
1,9,106,0,1,3,4,3,1,26,14526.2,58513.29,0
1,21,81,0,0,4,0,0,2,52,66912.83,14610.29,0
0,26,56,0,0,0,1,15,2,27,20294.01,60094.96,0
1,4,108,0,1,3,1,2,3,58,54950.5,44779.06,1
0,26,56,0,2,1,1,11,0,63,30319.33,69664.01,0
1,22,32,0,2,2,0,2,1,66,96163.39,85791.39,0
0,1,101,0,2,4,4,13,2,38,65469.86,91907.84,0
0,26,133,0,1,4,5,0,1,33,78513.24,31504.85,1
0,15,76,0,2,2,3,4,1,63,24638.66,55749.58,0
1,15,76,0,2,2,0,7,2,29,21780.87,11055.85,0
1,7,123,0,1,0,0,10,0,50,46902.38,38620.26,0
0,22,71,0,1,1,5,19,0,44,11540.74,42888.62,1
1,32,98,0,1,0,0,7,3,52,74060.17,23484.06,0
1,2,53,0,1,2,1,16,3,48,31143.26,96761.35,0
1,14,10,0,1,1,4,5,1,70,94645.36,31835.3,0
0,1,40,0,2,3,1,7,0,57,13154.73,43849.2,0
0,15,130,0,1,1,4,17,1,60,71448.51,14143.88,0
0,20,132,0,0,0,4,7,3,42,68591.45,70327.73,0
1,24,83,0,1,1,0,11,0,56,85492.1,87851.83,1
0,6,55,0,0,1,3,13,0,43,3905.74,82859.38,0
1,25,21,0,2,1,2,4,0,32,35477.48,82594.62,0
1,6,74,0,2,4,3,1,1,59,33819.62,13842.13,0
0,29,69,0,2,4,5,0,3,42,45025.56,10188.92,0
0,24,110,0,1,1,0,11,2,28,95756.41,51456.76,0
1,32,27,0,0,2,2,16,2,65,59272.75,99224.34,0
1,11,47,0,2,0,3,8,3,39,40906.1,54069.42,0
0,9,106,0,0,0,2,14,0,43,68097.5,98953.27,0
0,2,97,0,2,0,5,0,1,33,52600.69,78621.13,0
0,27,60,0,2,0,2,5,2,62,64103.15,15120.86,0
1,23,16,0,2,1,2,12,2,58,41106.49,83103.96,0
0,13,114,0,0,0,1,7,2,57,26238.06,76213.43,1
0,7,123,0,2,0,3,13,2,60,60231.09,32522.72,0
0,13,114,0,0,4,4,1,1,56,89701.43,24732.8,0
1,30,29,0,0,3,5,5,3,25,85552.22,22763.3,0
0,10,14,0,0,1,5,2,0,61,65402.42,44117.58,1
1,14,85,0,0,4,1,1,3,67,8949.15,35832.67,0
0,11,47,0,2,0,4,4,3,59,31515.86,76298.53,0
0,19,23,0,1,1,2,7,2,50,61734.44,40898.74,0
0,6,17,0,1,2,2,3,1,68,87903.29,88377.74,0
0,0,109,0,0,0,1,1,1,32,60294.79,96110.21,0
0,11,37,0,2,4,3,1,3,62,69188.21,97770.77,0
1,21,81,0,0,4,4,13,0,24,93170.85,58210.39,0
1,31,1,0,2,4,3,1,0,57,62028.56,36980.25,0
0,21,20,0,1,0,2,18,2,18,24037.3,83941.45,0
0,6,74,0,0,2,2,2,2,46,18832.65,99069.55,0
1,32,98,0,2,4,1,1,0,38,94003.26,87682.78,0
0,17,43,0,1,4,1,13,1,29,53830.31,91846.32,0
1,3,42,0,1,3,0,19,2,70,64008.92,73445.08,0
0,24,110,0,2,4,0,1,2,24,30957.11,18978.47,0
0,21,72,0,2,3,4,16,0,63,83071.62,87751.25,0
0,15,76,0,0,3,1,0,0,37,81870.02,33497.95,0
1,32,44,0,1,1,1,5,1,68,45292.48,41722.03,0
1,0,31,0,2,0,0,5,1,47,5650.22,94462.08,0
0,23,116,0,2,0,1,14,2,70,20280.35,8397.64,0
1,6,74,0,1,4,5,13,1,21,48261.89,92394.99,0
1,33,8,0,1,3,0,17,1,70,90760.33,10943.64,0
0,9,106,0,2,1,4,15,0,25,93711.07,85708.58,0
0,12,64,0,2,3,5,17,0,32,39013.44,76068.94,0
1,12,120,0,0,4,2,0,3,60,10056.99,85354.8,0
0,20,132,0,0,1,4,8,0,50,9519.28,65365.06,0
1,16,68,0,0,1,1,9,3,55,25177.17,41147.17,0
0,3,95,0,2,2,3,7,3,33,95828.0,70449.99,0
0,23,16,0,0,1,4,14,3,70,7220.81,13658.44,0
1,19,23,0,1,2,2,7,3,42,4684.9,45321.97,0
0,10,125,0,2,0,1,7,1,27,21541.38,43834.13,1
0,13,28,0,2,2,5,9,3,56,50312.34,31887.01,0
0,33,35,0,1,4,3,13,0,54,1988.82,43779.06,0
1,28,131,0,0,3,2,17,1,43,66016.62,54716.19,0
1,4,13,0,1,4,4,0,0,21,53137.06,12762.06,0
0,22,32,0,0,0,5,8,0,69,90656.87,44261.64,0
1,23,12,0,2,3,2,3,2,70,14469.81,68571.23,0
1,22,32,0,2,2,2,1,1,39,33983.26,98403.52,0
1,14,11,0,2,1,4,1,2,58,66464.44,78745.88,0
1,2,97,0,1,3,0,3,0,19,18602.12,66508.15,0
1,14,94,0,0,1,0,16,1,70,54736.79,13828.38,0
0,28,117,0,2,0,5,15,2,50,49570.14,26569.84,0
1,0,31,0,2,0,0,2,1,48,66503.9,91432.2,0
0,10,135,0,2,3,3,19,1,32,14607.07,37557.08,0
0,14,85,0,2,2,5,14,1,24,856.16,34060.45,0
0,0,31,0,2,4,2,0,1,36,22964.36,99617.08,0
1,23,25,0,1,1,1,13,1,30,69861.05,62096.07,0
1,24,83,0,0,3,1,0,1,41,33153.58,41701.41,0
0,31,1,0,2,3,0,3,0,24,91929.44,59825.03,0
1,2,97,0,2,2,5,4,0,19,45886.75,36772.69,0
1,15,70,0,2,0,2,13,0,48,2467.53,94499.5,0
1,25,21,0,0,3,1,7,3,20,49221.61,9049.64,0
0,19,23,0,0,2,5,16,2,61,5807.08,52118.68,0
1,2,53,0,1,4,2,0,1,59,62807.32,18847.49,1
1,31,89,0,0,1,0,7,3,66,91627.03,47543.95,0
1,0,109,0,1,2,5,14,1,29,29425.5,38828.15,0
0,6,34,0,0,2,0,17,2,62,61032.96,12454.02,0
0,12,84,0,2,1,5,8,2,33,12448.24,31043.3,0
1,18,96,0,2,2,0,0,2,69,26108.68,20746.85,0
0,15,127,0,1,3,0,12,1,26,12458.83,40392.46,0
1,20,119,0,1,3,2,2,1,40,90759.3,58374.99,0
0,12,64,0,2,4,0,13,3,70,94053.2,32770.18,0
1,5,21,0,2,1,0,15,1,19,39492.31,30466.97,0
1,30,0,0,0,2,2,14,1,28,42911.72,64651.24,0
1,23,116,0,1,1,4,17,0,52,13187.42,90386.89,0
1,19,128,0,1,2,0,0,2,64,59550.0,23325.16,0
1,12,84,0,0,2,1,2,2,51,97858.24,59119.97,0
0,0,31,0,0,1,2,2,2,19,73571.59,24430.58,0
1,14,94,0,2,2,0,13,2,51,1854.88,57510.24,0
0,8,141,0,0,1,4,17,3,30,64734.23,44605.46,0
1,22,71,0,2,3,1,19,2,43,85380.37,6884.45,0
0,9,106,0,0,0,4,19,3,25,26447.02,46069.05,0
1,33,122,0,1,1,5,4,0,50,13600.73,72106.5,0
0,28,22,0,0,1,0,18,1,53,28878.74,27086.8,0
1,24,110,0,2,1,5,18,0,37,55119.06,46526.44,0
0,1,138,0,2,2,5,17,3,28,76073.19,32497.74,0
1,28,131,0,1,0,4,0,0,28,7263.21,74039.51,0
0,1,138,0,1,4,1,13,3,55,8620.5,95485.67,0
0,33,122,0,2,4,4,13,0,22,40714.0,14249.58,0
1,0,19,0,0,4,0,13,1,19,1328.63,35391.84,0
0,3,42,0,0,4,2,0,2,39,9447.12,85241.6,0
0,2,126,0,2,1,0,18,2,49,24795.31,40051.48,0
1,33,73,0,1,3,3,6,1,54,80126.01,56436.87,0
0,6,34,0,0,2,0,14,0,24,85012.87,98723.84,0
0,3,61,0,0,0,5,16,3,42,8162.93,33594.86,0
1,16,68,0,1,0,1,10,1,63,48426.14,89846.81,0
1,10,2,0,0,1,5,15,3,58,88543.3,29022.1,0
1,13,28,0,1,3,3,18,3,27,90489.13,32781.44,0
1,27,99,0,1,0,0,2,2,66,71943.57,54981.72,0
1,5,21,0,0,4,5,0,1,32,83361.89,67671.78,0
1,11,5,0,2,1,4,11,2,66,47450.61,69537.12,0
1,26,75,0,1,0,3,10,0,57,153.32,59068.85,0
0,22,90,0,2,4,0,13,2,55,67005.08,70389.04,0
0,26,4,0,2,4,4,1,3,45,13666.19,16803.14,0
1,13,18,0,1,1,0,10,3,54,22843.26,64728.88,0
1,13,58,0,0,2,5,3,0,39,1220.56,58645.27,0
1,2,144,0,2,0,4,19,3,39,88276.29,97474.58,0
0,1,138,0,2,1,1,19,0,49,14075.44,24840.26,0
0,19,23,0,1,3,0,3,1,37,36900.05,81591.04,0
1,29,50,0,0,2,1,8,1,33,81529.73,94839.37,0
0,9,88,0,0,4,5,13,0,35,34735.96,34917.62,0
1,3,61,0,1,4,0,13,0,61,90538.97,9928.51,0
1,4,13,0,0,3,0,14,1,34,92913.79,39779.1,0
1,0,19,0,0,2,0,3,0,32,72488.18,99802.79,0
1,24,83,0,2,1,0,10,2,66,18996.54,94200.51,0
0,6,55,0,0,2,4,12,2,26,80946.67,90438.54,0
0,1,40,0,0,2,2,17,0,38,38141.43,77762.81,0
0,15,130,0,1,3,3,1,2,27,2462.35,26087.94,0
1,31,89,0,1,4,2,0,3,55,27292.57,96650.65,0
0,15,76,0,1,0,3,6,0,60,52179.21,62181.13,0
0,30,133,0,0,2,5,11,0,34,74872.83,66673.17,0
0,12,120,0,0,1,3,9,2,60,56631.1,59075.84,0
0,23,118,0,2,1,4,13,2,43,61538.58,78999.96,0
1,24,110,0,0,4,4,0,1,69,75677.5,71411.28,0
0,7,123,0,2,1,2,15,3,33,20580.78,8137.01,0
1,12,64,0,2,0,1,12,0,30,53554.47,20191.71,0
0,22,32,0,0,4,1,13,3,47,76384.79,88941.45,0
0,18,111,0,2,1,4,8,3,19,95649.21,88420.41,0
0,9,137,0,2,3,4,0,2,70,42413.1,25867.18,0
0,12,78,0,2,3,0,10,2,50,19105.3,17191.76,0
1,3,42,0,2,1,0,13,2,31,90178.82,78789.55,0
1,31,89,0,0,0,2,18,1,28,59041.2,80982.56,0
0,29,69,0,2,0,1,1,3,56,69066.46,80249.15,0
1,30,6,0,2,3,4,18,1,37,2238.45,92896.1,0
1,14,49,0,1,2,1,0,1,66,39563.06,84906.28,0
1,12,120,0,1,2,4,2,2,70,53914.94,69203.92,0
1,29,50,0,1,4,1,13,2,60,7828.36,70346.4,0
0,17,54,0,2,0,1,18,1,69,17375.67,27008.04,0
0,20,104,0,1,2,3,2,0,46,63752.92,80511.92,0
0,0,31,0,0,2,3,0,2,67,95278.47,47210.5,0
1,0,19,0,1,0,1,6,3,49,2704.84,57138.77,0
1,25,7,0,1,0,2,1,1,25,56906.67,80996.17,0
1,13,18,0,1,0,2,9,1,52,16034.62,72151.5,0
0,2,144,0,1,2,3,19,3,19,22659.51,85499.04,0
1,20,62,0,1,3,5,7,2,42,51532.12,6085.24,0
1,11,37,0,2,1,3,13,3,23,48483.97,10686.5,0
0,22,71,0,2,4,0,0,2,39,36074.22,47518.69,0
0,11,37,0,1,0,3,3,0,64,1830.01,20947.5,0
0,9,137,0,0,1,0,5,1,67,29830.81,73031.74,0
0,25,80,0,1,2,3,13,1,18,1446.03,81168.97,0
0,10,2,0,2,4,5,0,1,24,67167.78,99660.29,0
1,5,21,0,2,2,3,18,1,22,7582.22,71731.96,0
0,12,78,0,0,3,0,2,1,58,93662.67,26514.77,1
1,29,67,0,1,1,1,7,2,34,60808.38,88561.7,0
1,25,57,0,1,4,1,1,3,67,47041.19,33715.65,1
1,16,68,0,0,1,1,6,0,30,4691.74,14706.26,0
0,16,68,0,2,1,1,12,0,63,62855.27,30660.29,0
1,32,45,0,1,0,4,3,2,57,86646.25,22708.53,0
1,26,75,0,1,1,2,18,1,54,60452.64,67718.81,0
0,2,126,0,2,3,4,15,1,69,78867.51,47897.12,0
1,14,49,0,0,3,1,17,0,55,73255.3,93182.41,0
1,12,78,0,0,2,4,10,3,55,5261.03,82984.78,0
0,14,10,0,0,4,4,1,3,24,84689.18,44713.71,0
1,0,19,0,1,1,2,4,2,59,56828.68,98974.59,0
1,20,62,0,2,4,0,13,3,59,54840.63,75911.26,0
0,26,56,0,1,2,1,11,1,41,53352.98,67330.26,0
1,33,48,0,0,4,1,0,0,57,86061.01,80431.11,0
1,33,48,0,0,1,0,12,3,38,7063.26,55900.02,1
1,7,26,0,2,3,5,2,3,43,48148.33,91318.86,0
0,30,0,0,2,4,3,0,2,35,11358.09,66435.72,0
1,16,68,0,1,4,1,0,0,48,97137.9,76627.45,0
0,11,41,0,1,2,0,14,2,38,20228.14,86271.7,0
1,15,77,0,0,1,0,16,0,22,37319.07,75981.97,0
1,14,94,0,1,1,1,12,1,29,78066.25,44747.12,0
1,2,144,0,1,2,0,10,1,63,57684.23,8659.11,0
0,31,136,0,2,0,3,2,3,48,79073.74,83814.87,0
1,3,95,0,0,1,2,12,2,19,37910.9,28910.75,0
1,22,142,0,1,2,3,14,2,19,27608.2,17929.27,0
0,18,96,0,0,0,5,9,3,51,59387.63,70864.18,0
1,26,56,0,2,2,2,6,0,39,1279.86,53490.1,0
0,1,101,0,0,3,2,4,2,58,39157.88,33085.71,0
0,29,50,0,1,1,0,3,2,32,84081.54,11324.73,0
0,25,7,0,2,0,2,12,3,21,26578.9,92960.87,0
1,25,80,0,0,0,3,1,3,36,98747.22,79570.4,0
1,4,39,0,2,2,0,18,2,28,46793.23,86036.32,0
1,18,111,0,2,2,5,15,3,62,12404.51,27340.32,0
0,19,51,0,0,0,1,2,2,63,88238.79,12430.3,0
1,26,56,0,0,3,4,5,1,50,71728.35,5317.49,1
0,12,78,0,0,2,4,11,1,47,8293.87,17117.61,0
1,17,15,0,2,0,4,17,2,64,97120.92,35176.94,0
0,31,136,0,2,4,4,0,0,50,37534.17,77242.37,0
0,8,124,0,1,0,3,17,0,42,45361.29,71077.3,0
0,29,67,0,2,4,2,1,0,24,12995.8,16764.58,0
1,7,123,0,0,4,0,0,2,42,63580.61,33833.94,0
0,23,12,0,0,3,2,4,3,18,60689.56,58440.88,0
0,3,30,0,0,2,4,0,0,55,49543.01,83939.9,0
1,29,50,0,0,1,1,16,3,64,41245.43,96326.4,0
0,25,57,0,2,3,4,16,1,24,33455.39,48997.09,0
0,20,119,0,0,0,1,9,1,39,71564.16,66546.15,0
0,5,21,0,1,2,0,14,3,61,7110.12,5113.91,0
0,1,101,0,1,3,5,9,2,18,96174.06,23176.16,0
1,23,12,0,0,0,2,13,3,22,29476.76,42521.14,0
0,19,63,0,2,2,2,14,1,47,44415.02,10719.49,0
0,15,130,0,2,1,0,19,3,34,7898.55,13220.45,0
1,29,67,0,2,3,5,15,2,56,34891.72,97518.79,0
0,21,3,0,0,4,1,1,3,37,67604.88,32760.56,0
0,8,105,0,2,3,2,4,3,38,66207.42,33758.09,0
0,19,51,0,2,4,0,0,1,51,24996.72,45001.75,0
1,4,13,0,2,3,3,5,3,47,24602.94,61311.11,0
1,5,21,0,0,2,1,11,3,70,76542.68,88201.08,0
0,29,50,0,1,3,2,8,1,19,12475.8,60343.01,0
0,13,28,0,0,2,0,0,1,39,98046.78,17911.86,0
1,21,81,0,1,3,1,4,3,23,84060.2,33568.56,0
1,10,14,0,0,4,5,13,3,18,78823.59,22380.26,0
0,18,91,0,0,1,4,19,2,54,41299.64,34613.04,0
0,0,31,0,2,0,3,12,3,55,30195.25,46952.04,0
1,31,79,0,2,2,0,19,1,57,9641.38,36484.67,0
1,8,141,0,1,2,2,19,1,69,79642.73,15397.94,0
1,15,70,0,0,3,2,0,3,24,90690.62,41498.69,0
0,25,7,0,1,0,1,17,0,45,87220.75,63956.11,0
1,12,120,0,2,1,4,5,0,34,5082.52,91110.66,1
1,20,104,0,2,3,1,0,3,68,7141.31,31363.43,0
1,24,83,0,2,3,1,17,3,59,39225.09,89247.82,0
0,6,34,0,0,4,4,13,1,64,5249.64,9698.45,0
0,22,32,0,1,4,1,13,2,42,83670.9,15285.25,0
0,6,17,0,2,0,4,7,1,69,55027.72,78133.16,0
0,8,102,0,2,0,1,9,1,32,12118.51,35802.61,0
0,10,125,0,0,3,0,12,2,24,96814.7,94121.4,0
0,12,120,0,2,4,1,13,2,25,24412.16,20696.0,0
0,7,123,0,0,4,1,13,2,52,45135.11,50453.82,0
1,21,20,0,1,3,5,3,3,25,34165.34,96682.71,0
1,19,63,0,1,1,3,15,0,61,37822.39,86093.55,0
1,26,75,0,0,3,1,8,2,70,25916.83,14829.58,0
0,2,53,0,2,2,1,18,1,18,13493.37,34056.97,0
0,5,21,0,1,2,5,6,0,19,60370.0,69658.37,0
0,14,85,0,1,2,3,12,2,37,36846.98,59415.61,0
1,32,27,0,2,4,2,13,3,70,83907.03,52574.39,0
1,31,1,0,2,2,2,18,3,54,75982.84,26742.43,0
1,19,128,0,2,3,3,4,0,32,87798.79,34609.83,0
0,30,0,0,2,4,0,1,1,20,42989.49,65153.77,0
0,27,99,0,2,1,1,11,3,37,65778.13,64273.09,0
1,27,99,0,0,4,3,13,1,37,9606.51,94955.12,0
1,24,143,0,1,4,3,1,0,26,17299.31,77427.33,0
1,32,115,0,2,3,4,10,0,39,64817.34,63812.01,0
0,13,28,0,1,2,3,12,2,33,26759.85,67432.41,0
1,18,91,0,1,1,3,1,2,37,50458.87,29517.3,0
0,17,134,0,2,1,3,1,1,46,36563.62,80480.73,0
1,26,59,0,0,2,2,15,3,23,37899.35,74228.37,0
1,10,14,0,0,0,1,17,2,59,12232.19,80603.64,0
1,7,33,0,1,3,1,2,0,18,5893.42,95719.03,0
1,26,56,0,1,0,3,2,3,50,92639.32,48388.21,0
1,32,115,0,1,2,5,10,2,69,77914.01,19547.81,0
1,9,137,0,2,1,0,15,0,48,65222.42,83842.73,0
1,20,132,0,0,1,5,4,0,39,32405.83,62969.48,0
1,16,68,0,2,4,5,0,0,60,46619.72,44872.86,0
0,30,29,0,2,4,3,0,3,18,53762.54,74633.76,0
1,32,44,0,2,3,4,19,0,37,48036.28,87549.48,0
1,21,3,0,2,4,3,1,2,38,51633.64,20137.87,0
0,21,81,0,0,1,1,6,2,23,81801.71,92530.9,0
0,13,18,0,2,1,0,14,0,60,88587.64,56125.52,0
1,19,128,0,1,4,4,1,1,60,4939.53,99186.11,0
0,21,20,0,0,1,1,6,0,43,40100.75,34739.65,0
